Municipality,Place Name,Feature Type Code,Feature Type,Longitude,Latitude,Historical Information,Url,Organisation Name
WELLINGTON SHIRE,LAKE KAKYDRA,LAKE,LAKE,147.2012397,-38.0723579,,,
HORSHAM RURAL CITY,LAKE KANAGULK,LAKE,LAKE,141.8446003,-37.089924,,,
GLENELG SHIRE,LAKE KANGAROO,LAKE,LAKE,141.6606944,-37.8629167,,,
CORANGAMITE SHIRE,LAKE KARIAH,LAKE,LAKE,143.2091008,-38.1710935,"Traditional Name: Karare Explanation: N/A Discussion on Current Name: farming district 10km fr. Camperdown,  Robinson in Clark 2000g: 66.",http://www.vaclang.org.au,
WEST WIMMERA SHIRE,LAKE KARNAK,LAKE,LAKE,141.5124676,-36.8311597,"Traditional Name: Karnak Explanation: N/A Discussion on Current Name: also grazing district,  Karnak Parish, Co of Lowan. See also Lake Koynock,  Blake 1977: 139.",http://www.vaclang.org.au,
WARRNAMBOOL CITY,LAKE KEE LIA,LAKE,LAKE,142.5940922,-38.4293326,"Traditional Name: Gillear Explanation: N/A Discussion on Current Name: lake district ESE from Warrnambool,  aka Galear, Gillier and Giller,  Blake 1977: 152.",http://www.vaclang.org.au,
GANNAWARRA SHIRE,LAKE KELLY,LAKE,LAKE,143.8215904,-35.5457946,,,
WEST WIMMERA SHIRE,LAKE KEMI KEMI,LAKE,LAKE,141.2989834,-37.0692172,Traditional Name: Kemi Kemi Explanation: N/A Discussion on Current Name: RPNV 1983.,http://www.vaclang.org.au,
SOUTHERN GRAMPIANS SHIRE,LAKE KENNEDY,LAKE,LAKE,142.1826095,-37.7740984,Traditional Name: Mumyawoune Explanation: mum = bottom Discussion on Current Name: Learmonth in Smyth 1878b: 177.,http://www.vaclang.org.au,
MILDURA RURAL CITY,LAKE KENYAN,LAKE,LAKE,141.7410498,-35.0456755,"Named after A.S. Kenyon, engineer and historian.  (Member of a party that 'discovered' the Pink Lakes.)",,
MILDURA RURAL CITY,LAKE KENYON,LAKE,LAKE,141.7410498,-35.0456755,"Named after A.S. Kenyon, engineer and historian.  (Member of a party that 'discovered' the Pink Lakes.)",,
INDIGO SHIRE,LAKE KERFERD,LAKE,LAKE,146.7406768,-36.3676022,,,
WELLINGTON SHIRE,LAKE KILLARNEY,LAKE,LAKE,147.7057016,-37.9631732,,,
BULOKE SHIRE,LAKE KIMBOLTON,LAKE,LAKE,143.0324528,-36.460184,"Traditional Name: Gope Gope Explanation: N/A Discussion on Current Name: also farming district, Cope Cope, SW of Donald,  ""You take one big bottle and two three little ones - you pour water out of little fellows into big fellow then big fellow same Gope Gope 'cause he take all the water away from little fellows,  DS to SG, 5/8/1870.",http://www.vaclang.org.au,
EAST GIPPSLAND SHIRE,LAKE KING,LAKE,LAKE,147.7832021,-37.8838322,Traditional name: Narran.  'Moon',,
EAST GIPPSLAND SHIRE,LAKE KING,LAKE,LAKE,147.7832021,-37.8838322,"Traditional Name: Ngarrang Explanation: moon Discussion on Current Name: found and n by Strzelecki after Phillip Parker King (son of Governor King) who became Austr. first Rear-Admiral, Royal Navy,  Hagenauer in Smyth 1878b: 191,  Blake Papers 2000.",http://www.vaclang.org.au,
MILDURA RURAL CITY,LAKE KONARDIN,LAKE,LAKE,142.3502447,-34.6926363,,,
CORANGAMITE SHIRE,LAKE KOREETNUNG,LAKE,LAKE,143.2370326,-38.1849772,"Traditional Name: Kooreetung Explanation: N/A Discussion on Current Name: brackish lake nr Kariah (q.v.), W of L Corangamite,  Scott in Smyth 1878b: 182.",http://www.vaclang.org.au,
WEST WIMMERA SHIRE,LAKE KOYNOCK,LAKE,LAKE,141.5083488,-36.8165167,"Traditional Name: Koynock Explanation: N/A Discussion on Current Name: immediately N of L Karnak (q.v.),  Blake 1977: 139.",http://www.vaclang.org.au,
MILDURA RURAL CITY,LAKE KRAMEN,LAKE,LAKE,142.4645528,-34.7807095,,,
MILDURA RURAL CITY,LAKE KULLULERAINE,LAKE,LAKE,141.5947646,-34.2679208,"Traditional Name: Cullulleraine Explanation: N/A Discussion on Current Name: township on lake and Sturt Hwy W of Red Cliffs,  Blake 1977: 151.",http://www.vaclang.org.au,
SWAN HILL RURAL CITY,LAKE KUNAT KUNAT,LAKE,LAKE,143.6092678,-35.4699057,"Traditional Name: Kunert-kunert Explanation: lot of cotton weed Discussion on Current Name: Stone 1911: 435,  Massola 1968: 43.",http://www.vaclang.org.au,
SURF COAST SHIRE,LAKE LAKE WOLLARD,PRSH,PARISH,144.0393056,-38.22125,"Traditional Name: Lake la-kewollard Explanation: wallert = possum Discussion on Current Name: Parish name,  Smythe 1839 in Cannon 1988: 346.",http://www.vaclang.org.au,
GANNAWARRA SHIRE,LAKE LALBERT,LAKE,LAKE,143.3388889,-35.6661111,Traditional name: Lalbert. 'A creeper',,
GANNAWARRA SHIRE,LAKE LALBERT,LAKE,LAKE,143.3388889,-35.6661111,"Alternative tradition name: 'Laal-bit. 'Laal,' the parasite which grows on the mallee; 'bit,' is the knot at the end of it.'",,
GANNAWARRA SHIRE,LAKE LALBERT GAME RESERVE,PARK,PARK,143.3326389,-35.6695833,Traditional name: Lalbert. 'A creeper',,
GANNAWARRA SHIRE,LAKE LALBERT GAME RESERVE,PARK,PARK,143.3326389,-35.6695833,"Alternative tradition name: 'Laal-bit. 'Laal,' the parasite which grows on the mallee; 'bit,' is the knot at the end of it.'",,
YARRIAMBIACK SHIRE,LAKE LASCELLES,LAKE,LAKE,142.3720763,-35.7251393,,,
WEST WIMMERA SHIRE,LAKE LAWLOIT,LAKE,LAKE,141.4593155,-36.418859,,,
LODDON SHIRE,LAKE LEAGHUR,LAKE,LAKE,143.8008938,-35.9822777,"Traditional Name: Liagorh Explanation: lia = teeth,  gorh blossom of box tree Discussion on Current Name: CS to SG, 8/8/1870.",http://www.vaclang.org.au,
BALLARAT CITY,LAKE LEARMONTH,LAKE,LAKE,143.7077672,-37.434382,Traditional name: Tombine.,,
BALLARAT CITY,LAKE LEARMONTH,LAKE,LAKE,143.7077672,-37.434382,'Named after the Learmonth family.',,
BALLARAT CITY,LAKE LEARMONTH,LAKE,LAKE,143.7077672,-37.434382,"Traditional Name: Tombine or Teemboon Explanation: freshwater mussel Discussion on Current Name: The Learmonth brothers squatted nr this lake in 1838,  Porteous in Smyth 1878b: 179.",http://www.vaclang.org.au,
SOUTHERN GRAMPIANS SHIRE,LAKE LINLITHGOW,LAKE,LAKE,142.2171278,-37.7547161,"Traditional Name: Tarrae-yarr Explanation: reedy ground Discussion on Current Name: n. by Maj Mitchell, possibly after town W of Edinburgh, Scotland,  Robinson jnl, 7/5/1841, 1/7/1841.",http://www.vaclang.org.au,
SOUTHERN GRAMPIANS SHIRE,LAKE LINLITHGOW,LAKE,LAKE,142.2171278,-37.7547161,traditional name: Tunneyare.,,
EAST GIPPSLAND SHIRE,LAKE LITTLE BEATLE,LAKE,LAKE,148.4080202,-37.7845638,,,
HINDMARSH SHIRE,LAKE LOCHIEL,LAKE,LAKE,141.9555845,-36.4062568,,,
MILDURA RURAL CITY,LAKE LOCKIE,LAKE,LAKE,142.3657464,-34.7417774,,,
CORANGAMITE SHIRE,LAKE LOGAN,LAKE,LAKE,143.1850914,-37.9159859,,,
NORTHERN GRAMPIANS SHIRE,LAKE LONSDALE,LAKE,LAKE,142.6281936,-37.0288864,"Traditional Name: Djakil Explanation: swamp,  lake Discussion on Current Name: n after Capt William Lonsdale, first police magistrate in Port Phillip, 1836,  Wilson in Smyth 1878b: 177.",http://www.vaclang.org.au,
NORTHERN GRAMPIANS SHIRE,LAKE LONSDALE,LAKE,LAKE,142.6281936,-37.0288864,Traditional name: Dyacl or jackle. 'Swamp',,
NORTHERN GRAMPIANS SHIRE,LAKE LONSDALE CAMPING GROUND,CAGR,CAMP GROUND,142.64125,-37.0148611,,,
GANNAWARRA SHIRE,LAKE LOOKOUT,LAKE,LAKE,143.6603012,-35.6760035,,,
BENALLA RURAL CITY,LAKE LOOMBAH,LAKE,LAKE,146.2226655,-36.7215246,,,
GREATER GEELONG CITY,LAKE LORNE,LAKE,LAKE,144.5563171,-38.1814678,,,
GREATER GEELONG CITY,LAKE LORNE RESERVE,PARK,PARK,144.5580606,-38.1821775,,,
LODDON SHIRE,LAKE LYNDGER,LAKE,LAKE,143.7500686,-36.1092179,"Traditional Name: Lyndger Explanation: N/A Discussion on Current Name: lake 2km E of Boort,  Tully 1997: 88.",http://www.vaclang.org.au,
SWAN HILL RURAL CITY,LAKE MANAOR,LAKE,LAKE,143.6758559,-35.4631159,"Traditional Name: Manjangur Explanation: a louse Discussion on Current Name: E of L Boga,  also referred to as Lake Mannoar,  Gummow in Smyth 1878b: 176,  Hercus 1999.",http://www.vaclang.org.au,
SWAN HILL RURAL CITY,LAKE MANNAOR,LAKE,LAKE,143.6758559,-35.4631159,"Traditional Name: Manjangur Explanation: a louse Discussion on Current Name: E of L Boga,  also referred to as Lake Mannoar,  Gummow in Smyth 1878b: 176,  Hercus 1999.",http://www.vaclang.org.au,
BULOKE SHIRE,LAKE MARLBROO GAME RESERVE,PARK,PARK,142.8848611,-35.84875,,,
YARRIAMBIACK SHIRE,LAKE MARMA,LAKE,LAKE,142.4636716,-36.6214445,"Traditional Name: Marma Explanation: mam = father Discussion on Current Name: this is the lake in the middle of Murtoa,  Hercus 1986: 262.",http://www.vaclang.org.au,
LODDON SHIRE,LAKE MARMAL,LAKE,LAKE,143.5112951,-36.1416136,"Traditional Name: Marmal Explanation: N/A Discussion on Current Name: also Lake Marmal, locality and Marmal Parish, Co of Gladstone, Parish, Co of Tatchera,  Tully map 1997.",http://www.vaclang.org.au,
CORANGAMITE SHIRE,LAKE MARTIN,LAKE,LAKE,143.5757958,-38.0663508,,,
WEST WIMMERA SHIRE,LAKE MARYVALE,LAKE,LAKE,141.4582083,-36.8829444,"Traditional Name: Gatall Explanation: N/A Discussion on Current Name: Mary Vale Old Home stn lake (Surveyors' Returns) lake on Maryvale station, established by sq George Urquhart 1844 n stn N of Harrow,  Surveyors' Returns, 1869-70,  Massola 1968: 33.",http://www.vaclang.org.au,
PYRENEES SHIRE,LAKE MCLAREN,LAKE,LAKE,143.0828177,-37.7201896,,,
WELLINGTON SHIRE,LAKE MELANYDRA,LAKE,LAKE,147.1990193,-38.0674377,,,
GANNAWARRA SHIRE,LAKE MERAN,LAKE,LAKE,143.8060753,-35.8783131,,,
CORANGAMITE SHIRE,LAKE MILANGIL,LAKE,LAKE,143.2170803,-38.1075307,Traditional Name: Milangil Explanation: N/A Discussion on Current Name: Pascoe Papers 1999.,http://www.vaclang.org.au,
MOYNE SHIRE,LAKE MINHAMITE,LAKE,LAKE,142.2754092,-38.0017667,,,
HORSHAM RURAL CITY,LAKE MOBLA,LAKE,LAKE,141.7844488,-36.9703808,,,
SURF COAST SHIRE,LAKE MODEWARRE,LAKE,LAKE,144.1090772,-38.2434858,Traditional Name: Murdewarr Explanation: musk duck Discussion on Current Name: SG in Smyth 1878b: 193.,http://www.vaclang.org.au,
WEST WIMMERA SHIRE,LAKE MOINALWAR,LAKE,LAKE,141.3938249,-36.917587,,,
WEST WIMMERA SHIRE,LAKE MOINMUICK,LAKE,LAKE,141.4006806,-36.9333583,,,
BENALLA RURAL CITY,LAKE MOKOAN,LAKE,LAKE,146.0804167,-36.46125,"Traditional Name: Mokoan Explanation: N/A Discussion on Current Name: in 1851 n of part of Goomalibee stn.  According to SG, M. Ck,  SG in Smyth 1878b: 196.",http://www.vaclang.org.au,
GLENELG SHIRE,LAKE MOMBEONG,LAKE,LAKE,141.1790241,-38.1310382,Traditional Name: Mombeong Explanation: mum = bottom Discussion on Current Name: Learmonth 1970: 107.,http://www.vaclang.org.au,
GLENELG SHIRE,LAKE MOMBEONG,LAKE,LAKE,141.1790241,-38.1310382,"'Research in the Department of Crown Lands and Survey revealed that the following names have been used for this feature - Bong Bong, Bung Bung, Morniboeng, Moniboeng, Monboeng, and Monbeong.' 'The Shire of Portland, in a letter dated 18th May, 1972, stated inter alia, 'while this Council is agreeable to the name of the lake being Momboeng, it suggests that the spelling should be 'eo' instead of 'oe', as residents with knowledge of the area insist that this is the original spelling.'",,
INDIGO SHIRE,LAKE MOODEMERE,LAKE,LAKE,146.3898552,-36.0516634,"Traditional Name: Moodemere Explanation: N/A Discussion on Current Name: W of Rutherglen,  Blake 1977: 153.",http://www.vaclang.org.au,
WEST WIMMERA SHIRE,LAKE MOREA,LAKE,LAKE,141.3165188,-36.8404383,,,
MURRINDINDI SHIRE,LAKE MOUNTAIN ALPINE RESERVE,PARK,PARK,145.8809722,-37.5170833,,,
MILDURA RURAL CITY,LAKE MOURNPAL,LAKE,LAKE,142.3469378,-34.707261,,,
MILDURA RURAL CITY,LAKE MOURNPALL,LAKE,LAKE,142.3469378,-34.707261,,,
ARARAT RURAL CITY,LAKE MUIRHEAD,LAKE,LAKE,142.6082215,-37.4858584,,,
WEST WIMMERA SHIRE,LAKE MULLANCOREE,LAKE,LAKE,141.5825513,-37.0542951,"Traditional Name: Mallanganee Explanation: N/A Discussion on Current Name: Surveyors' Returns, 1869-70.",http://www.vaclang.org.au,
WEST WIMMERA SHIRE,LAKE MULLANGOREE,LAKE,LAKE,141.5825513,-37.0542951,"Traditional Name: Mallanganee Explanation: N/A Discussion on Current Name: Surveyors' Returns, 1869-70.",http://www.vaclang.org.au,
MOIRA SHIRE,LAKE MULWALA,LAKE,LAKE,146.0814124,-36.0025344,"Traditional Name: Mulwala Explanation: N/A Discussion on Current Name: lake created behind Yarrawonga Weir,  Blake 1977: 153,  Nicholson 1999.",http://www.vaclang.org.au,
CORANGAMITE SHIRE,LAKE MUMBLIN,LAKE,LAKE,142.913596,-38.3183141,,,
GLENELG SHIRE,LAKE MUNDI,LAKE,LAKE,141.0104513,-37.4933284,,,
GLENELG SHIRE,LAKE MUNDI STATE GAME RESERVE,PARK,PARK,141.0093056,-37.4998611,,,
SURF COAST SHIRE,LAKE MURDEDUKE,LAKE,LAKE,143.8973483,-38.1758266,Traditional name: Mundeduke.,,
SURF COAST SHIRE,LAKE MURDEDUKE,LAKE,LAKE,143.8973483,-38.1758266,Traditional Name: Mundeduke Explanation: N/A Discussion on Current Name: Porteous in Smyth 1878b: 179.,http://www.vaclang.org.au,
GANNAWARRA SHIRE,LAKE MURPHY,LAKE,LAKE,143.8683479,-35.8057051,,,
GANNAWARRA SHIRE,LAKE MURPHY GAME RESERVE,PARK,PARK,143.8795833,-35.8020833,,,
STRATHBOGIE SHIRE,LAKE NAGAMBIE,LAKE,LAKE,145.1425478,-36.7832283,"'Derived from 'Nogamby,' meaning a 'lagoon,' which, in the early days, was near to the site of the township.  When the Gouldurn Weir was made, the backwater filled the lagoon and low-lying flats, forming what is now known as lake Nagambie.'",,
STRATHBOGIE SHIRE,LAKE NAGAMBIE,LAKE,LAKE,145.1425478,-36.7832283,"Traditional Name: Nagambie Explanation: N/A Discussion on Current Name: The n represented a lagoon, which since the construction of the Goulburn Weir, is now part of Lake Nagambie. The town takes its n from the lake,  Kennedy 1989 in Nicholson 1999.",http://www.vaclang.org.au,
LATROBE CITY,LAKE NARRACAN,LAKE,LAKE,146.3112317,-38.1582172,,,
HORSHAM RURAL CITY,LAKE NATIMUK,LAKE,LAKE,141.9385419,-36.7026343,,,
GREATER BENDIGO CITY,LAKE NEANGAR,LAKE,LAKE,144.2562683,-36.7135828,"Traditional Name: Neangar Explanation: N/A Discussion on Current Name: lake in Eaglehawk,  Tully map 1997.",http://www.vaclang.org.au,
MANSFIELD SHIRE,LAKE NILLAHCOOTIE,LAKE,LAKE,145.9962816,-36.9053553,(between the Strathbogie Ranges and Mount Samaria). Reservoir created by damming the Broken River; picnic grounds. See also Nillahcootie.,,
NORTHERN GRAMPIANS SHIRE,LAKE NURRUMBEET,LAKE,LAKE,143.0605784,-36.4660414,"Traditional Name: Nurrumbeet Explanation: beet = water Discussion on Current Name: lake on S and W side of Sunraysia Hwy at Cope Cope (q.v.),  Blake Papers 2000,  Tully map 1997.",http://www.vaclang.org.au,
EAST GIPPSLAND SHIRE,LAKE OMEO,LAKE,LAKE,147.6764891,-36.961228,Traditional Name: Perrat Explanation: N/A Discussion on Current Name: Robinson in Clark 2000g: 201.,http://www.vaclang.org.au,
COLAC OTWAY SHIRE,LAKE ONDIT,LAKE,LAKE,143.5948682,-38.2545295,,,
ARARAT RURAL CITY,LAKE OUNDELL,LAKE,LAKE,143.0191737,-37.7499625,,,
ARARAT RURAL CITY,LAKE PARACALMIC,LAKE,LAKE,142.8190278,-37.7465278,The name of this lake was documented in the original survey maps of 1857.,,
ARARAT RURAL CITY,LAKE PARUPA,LAKE,LAKE,142.9133451,-37.7324873,,,
WEST WIMMERA SHIRE,LAKE PERIN,LAKE,LAKE,141.0420185,-36.673572,,,
WARRNAMBOOL CITY,LAKE PERTOBE,LAKE,LAKE,142.4788004,-38.390996,Traditional name: Pehrtupe keellink.,,
WARRNAMBOOL CITY,LAKE PERTOBE,LAKE,LAKE,142.4788004,-38.390996,"Traditional Name: Pertobe killingk Explanation: killingk = lake Discussion on Current Name: in Warrnambool,  Lane in Smyth 1878b: 186.",http://www.vaclang.org.au,
MILDURA RURAL CITY,LAKE PETER,LAKE,LAKE,141.608779,-35.0712877,,,
YARRIAMBIACK SHIRE,LAKE PLAGIANTH,LAKE,LAKE,142.0243261,-35.5321426,"Named by Ian Maroske in 1959 after the plant then known as Clustered Plagianth, and now Clustered Lawrencia, which he found on the lake bed. ",,
SOUTH GIPPSLAND SHIRE,LAKE POLTENEY,LAKE,LAKE,145.8620792,-38.7550637,,,
MILDURA RURAL CITY,LAKE POULTON,LAKE,LAKE,141.680756,-35.0560901,,,
SWAN HILL RURAL CITY,LAKE POWELL,LAKE,LAKE,142.8736679,-34.7052547,,,
CORANGAMITE SHIRE,LAKE PUNPUNDAL,LAKE,LAKE,143.3742453,-38.130214,"Traditional Name: Punpundal Explanation: N/A Discussion on Current Name: Lake N of Lake Corangamite,  Scott in Smyth 1878b: 183.",http://www.vaclang.org.au,
COLAC OTWAY SHIRE,LAKE PURDIGULAC,LAKE,LAKE,143.4991239,-38.2619812,"Traditional Name: Purdiguluc Explanation: kolac = sand Discussion on Current Name: aka Purdigulac, Lake,  Pascoe Papers 1999.",http://www.vaclang.org.au,
COLAC OTWAY SHIRE,LAKE PURDIGULUC,LAKE,LAKE,143.4991239,-38.2619812,"Traditional Name: Purdiguluc Explanation: kolac = sand Discussion on Current Name: aka Purdigulac, Lake,  Pascoe Papers 1999.",http://www.vaclang.org.au,
CORANGAMITE SHIRE,LAKE PURRUMBETE,LAKE,LAKE,143.2295918,-38.2815019,"Traditional Name: Burrumbidj Explanation: muddy water Discussion on Current Name: Old crater lake, SE of Camperdown,  note local clan Burrumbidj gundidj,  Porteous in Smyth 1878b: 179,  Massola 1968: 42.",http://www.vaclang.org.au,
MILDURA RURAL CITY,LAKE RANFURLEY,LAKE,LAKE,142.121941,-34.1878422,,,
MILDURA RURAL CITY,LAKE RANFURLY,LAKE,LAKE,142.121941,-34.1878422,,,
WEST WIMMERA SHIRE,LAKE RATZCASTLE,LAKE,LAKE,141.4628196,-36.8135954,"'The lake is actually two springs on whose banks two shepherds named 'Ratz' and 'Castle' had properties.  Hence the name 'Ratzcastle'.  'The name 'Lake Ratscastle' was used prior to 23rd October, 1958, by local residents in their correspondence and due to the predominance of rats in the vicinity.'",,
WELLINGTON SHIRE,LAKE REEVE,LAKE,LAKE,147.5726541,-38.0637681,"Traditional Name: Walmunyeera Explanation: shallow lake Discussion on Current Name: n after explorer and settler John Reeve who took up Snake Ridge run 1842, aka Lake Reeves,  Hagenauer in Smyth 1878b: 191,  Massola 1968: 43.",http://www.vaclang.org.au,
SOUTHERN GRAMPIANS SHIRE,LAKE REPOSE,LAKE,LAKE,142.4791972,-37.6834056,,,
MORELAND CITY,LAKE RESERVE,PARK,PARK,144.9683656,-37.733033,,,
MILDURA RURAL CITY,LAKE ROONKI,LAKE,LAKE,142.3828249,-34.7356693,,,
CORANGAMITE SHIRE,LAKE ROSINE,LAKE,LAKE,143.5708451,-38.033648,"Traditional Name: Bulkngarrat Explanation: middle hair Discussion on Current Name: salt lake NE of L Corangamite,  Scott in Smyth 1878b: 181,  Massola 1968: 18.",http://www.vaclang.org.au,
MILDURA RURAL CITY,LAKE ROULTON,LAKE,LAKE,141.680756,-35.0560901,,,
CORANGAMITE SHIRE,LAKE ROUND,LAKE,LAKE,143.2053378,-38.1299094,,,
INDIGO SHIRE,LAKE SAMBELL,LAKE,LAKE,146.6955397,-36.3601801,,,
WEST WIMMERA SHIRE,LAKE SHEEPWASH,LAKE,LAKE,141.2911222,-36.99995,,,
MOYNE SHIRE,LAKE SHEEPWASH,LAKE,LAKE,142.978303,-37.9187768,,,
GLENELG SHIRE,LAKE SINCLAIR,LAKE,LAKE,141.5464933,-38.0711852,,,
BRIMBANK CITY,LAKE STANLEY,LAKE,LAKE,144.7932,-37.8115917,,,
CAMPASPE SHIRE,LAKE STEWART,LAKE,LAKE,144.8567029,-36.5184347,,,
CORANGAMITE SHIRE,LAKE STROAN,LAKE,LAKE,143.4176135,-38.0139962,"Traditional Name: Warrawil Explanation: full of reeds Discussion on Current Name: brackish lake in Parish of Struan, N of L Gnarpurt Scott in Smyth 1878b: 184; Massola 1968: 45.",http://www.vaclang.org.au,
CORANGAMITE SHIRE,LAKE STRUAN,LAKE,LAKE,143.4176135,-38.0139962,"Traditional Name: Warrawil Explanation: full of reeds Discussion on Current Name: brackish lake in Parish of Struan, N of L Gnarpurt Scott in Smyth 1878b: 184; Massola 1968: 45.",http://www.vaclang.org.au,
MOYNE SHIRE,LAKE SURPRISE,LAKE,LAKE,141.9223628,-38.0611624,,,
WEST WIMMERA SHIRE,LAKE SWANEE,LAKE,LAKE,141.7222822,-37.0256238,,,
EAST GIPPSLAND SHIRE,LAKE TABBERABBERA,LAKE,LAKE,147.3693056,-37.5804167,,,
WELLINGTON SHIRE,LAKE TALI KARNG,LAKE,LAKE,146.7907688,-37.5423243,Traditional name: Tali Karng. 'Little Lake'.,,
WELLINGTON SHIRE,LAKE TALI KARNG,LAKE,LAKE,146.7907688,-37.5423243,"Traditional Name: Tali-karng Explanation: N/A Discussion on Current Name: Lake at headwaters of Wellington Ri, nr Avon Wilderness Park; Blake 1977: 154.",http://www.vaclang.org.au,
CORANGAMITE SHIRE,LAKE TATUTONG,LAKE,LAKE,143.384898,-38.1401248,,,
HORSHAM RURAL CITY,LAKE TAYLOR,LAKE,LAKE,142.3836144,-36.7834369,,,
CORANGAMITE SHIRE,LAKE TERANG,LAKE,LAKE,142.911023,-38.2476213,"Traditional Name: Theetrang Explanation: leaves, foliage Discussion on Current Name: Robinson jnl, 16/4/1841; Blake Papers 2000.",http://www.vaclang.org.au,
CORANGAMITE SHIRE,LAKE TERANG GOODWITCH,LAKE,LAKE,143.3684446,-38.120854,,,
CORANGAMITE SHIRE,LAKE TERANG POM,LAKE,LAKE,143.3258528,-38.1323253,,,
CORANGAMITE SHIRE,LAKE TERANGPOM,LAKE,LAKE,143.3258528,-38.1323253,,,
LODDON SHIRE,LAKE TERRAPPEE,LAKE,LAKE,143.5974273,-36.160858,,,
ARARAT RURAL CITY,LAKE TIM DUNN,LAKE,LAKE,142.7026971,-37.8169227,,,
SWAN HILL RURAL CITY,LAKE TIMBORAM,LAKE,LAKE,143.0396861,-35.3183861,Traditional Name: Timbrongioht Explanation: N/A Discussion on Current Name: Tyrril run map 1848.,http://www.vaclang.org.au,
CORANGAMITE SHIRE,LAKE TOOLIAROOK CAMPING GROUND,CAGR,CAMP GROUND,143.2845833,-37.9770833,,,
CARDINIA SHIRE,LAKE TREGANOWAN,LAKE,LAKE,145.4587459,-37.9293631,,,
ARARAT RURAL CITY,LAKE TURANGMOROKE,LAKE,LAKE,142.8909119,-37.7261327,,,
GANNAWARRA SHIRE,LAKE TUTCHEWOP,LAKE,LAKE,143.752707,-35.5140564,Traditional Name: Kutjewap Explanation: N/A Discussion on Current Name: Stone 1911:435; Hercus 1992.,http://www.vaclang.org.au,
